Format Version,1.21,Take Name,Take 2017-11-16 05.15.59 PM,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2017-11-16 05.15.59 PM,Total Frames in Take,536,Total Exported Frames,536,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global
355,2.958333,0.021259,-0.019898,0.159806,-0.986719,-0.785654,1.323776,-2.030901,0.001142
356,2.966667,0.021435,-0.019743,0.159627,-0.986747,-0.785525,1.323605,-2.031139,0.001186
357,2.975000,0.021087,-0.019989,0.159477,-0.986774,-0.785485,1.323676,-2.031362,0.001183
358,2.983333,0.021099,-0.020212,0.159596,-0.986750,-0.785525,1.323700,-2.031526,0.001178
359,2.991667,0.021119,-0.020094,0.159579,-0.986755,-0.785476,1.323788,-2.031703,0.001161
360,3.000000,0.021323,-0.019945,0.159572,-0.986754,-0.785489,1.323870,-2.031824,0.001151
361,3.008333,0.021580,-0.019601,0.159429,-0.986779,-0.785474,1.323988,-2.031950,0.001140
362,3.016667,0.021663,-0.019354,0.159164,-0.986825,-0.785485,1.324207,-2.032096,0.001133
363,3.025000,0.021799,-0.018911,0.158843,-0.986882,-0.785470,1.324464,-2.032235,0.001119
364,3.033333,0.021912,-0.018344,0.158355,-0.986969,-0.785420,1.324708,-2.032358,0.001117
365,3.041667,0.021970,-0.017965,0.158076,-0.987019,-0.785443,1.324979,-2.032501,0.001103
366,3.050000,0.021861,-0.017474,0.157751,-0.987082,-0.785386,1.325330,-2.032702,0.001121
367,3.058333,0.021737,-0.017486,0.157685,-0.987095,-0.785498,1.325693,-2.032809,0.001095
368,3.066667,0.022143,-0.017239,0.157555,-0.987111,-0.785544,1.325907,-2.032926,0.001089
369,3.075000,0.022060,-0.017358,0.157363,-0.987142,-0.785602,1.326333,-2.033021,0.001027
370,3.083333,0.023163,-0.016767,0.157080,-0.987172,-0.785531,1.326397,-2.033162,0.001059
371,3.091667,0.023416,-0.017054,0.156240,-0.987294,-0.785589,1.326807,-2.033374,0.001076
372,3.100000,0.024095,-0.016444,0.155699,-0.987374,-0.785403,1.327011,-2.033592,0.001106
373,3.108333,0.024446,-0.016227,0.155320,-0.987428,-0.785300,1.327340,-2.033751,0.001107
374,3.116667,0.024657,-0.016211,0.155095,-0.987459,-0.785247,1.327695,-2.033974,0.001103
375,3.125000,0.024726,-0.016228,0.154985,-0.987474,-0.785172,1.328082,-2.034218,0.001083
376,3.133333,0.024604,-0.016284,0.154419,-0.987565,-0.785024,1.328498,-2.034548,0.001071
377,3.141667,0.024890,-0.016407,0.154006,-0.987620,-0.784905,1.328780,-2.034818,0.001080
378,3.150000,0.025241,-0.016801,0.153457,-0.987690,-0.784866,1.329060,-2.035166,0.001093
379,3.158333,0.025774,-0.016973,0.152700,-0.987791,-0.784750,1.329277,-2.035534,0.001097
380,3.166667,0.025949,-0.017497,0.151538,-0.987956,-0.784694,1.329646,-2.036080,0.001160
381,3.175000,0.026563,-0.016762,0.150461,-0.988117,-0.784321,1.329802,-2.036636,0.001197
382,3.183333,0.026740,-0.016679,0.149861,-0.988205,-0.784137,1.330076,-2.037158,0.001199
383,3.191667,0.026973,-0.016594,0.149155,-0.988307,-0.783986,1.330314,-2.037758,0.001181
384,3.200000,0.027588,-0.016811,0.148420,-0.988397,-0.783973,1.330460,-2.038365,0.001204
385,3.208333,0.028209,-0.017223,0.147663,-0.988485,-0.783940,1.330644,-2.038831,0.001167
386,3.216667,0.028697,-0.017235,0.146564,-0.988635,-0.783770,1.330810,-2.039421,0.001140
387,3.225000,0.029085,-0.017174,0.145376,-0.988800,-0.783550,1.330974,-2.040021,0.001115
388,3.233333,0.029558,-0.017973,0.143523,-0.989042,-0.783579,1.331120,-2.040810,0.001255
389,3.241667,0.030514,-0.017538,0.142567,-0.989159,-0.783286,1.330891,-2.041412,0.001268
390,3.250000,0.030710,-0.018062,0.142136,-0.989206,-0.783269,1.330833,-2.042008,0.001247
391,3.258333,0.030852,-0.018642,0.142137,-0.989191,-0.783292,1.330672,-2.042596,0.001250
392,3.266667,0.030669,-0.019145,0.142531,-0.989130,-0.783306,1.330500,-2.043228,0.001213
393,3.275000,0.030257,-0.019664,0.143165,-0.989041,-0.783372,1.330288,-2.043893,0.001191
394,3.283333,0.029429,-0.020003,0.144442,-0.988873,-0.783427,1.330027,-2.044523,0.001114
395,3.291667,0.029064,-0.020225,0.145341,-0.988748,-0.783509,1.329621,-2.045145,0.001084
396,3.300000,0.028699,-0.020645,0.146114,-0.988636,-0.783731,1.329190,-2.045784,0.001121
397,3.308333,0.028222,-0.021790,0.146510,-0.988566,-0.784212,1.328871,-2.046457,0.001205
398,3.316667,0.027434,-0.021947,0.146822,-0.988539,-0.784464,1.328558,-2.047240,0.001266
399,3.325000,0.026461,-0.022211,0.147196,-0.988504,-0.784776,1.328267,-2.047939,0.001259
400,3.333333,0.025280,-0.022372,0.147595,-0.988472,-0.785086,1.328049,-2.048580,0.001209
401,3.341667,0.024537,-0.022225,0.147918,-0.988445,-0.785348,1.327751,-2.049226,0.001164
402,3.350000,0.023049,-0.022557,0.148180,-0.988434,-0.785712,1.327758,-2.049881,0.001098
403,3.358333,0.023117,-0.021951,0.148334,-0.988423,-0.785957,1.327315,-2.050516,0.001113
404,3.366667,0.023181,-0.021506,0.148504,-0.988406,-0.786287,1.326905,-2.051143,0.001163
405,3.375000,0.022562,-0.021612,0.148575,-0.988408,-0.786640,1.326799,-2.051675,0.001136
406,3.383333,0.022326,-0.021163,0.148558,-0.988425,-0.786913,1.326637,-2.052254,0.001168
407,3.391667,0.021497,-0.021053,0.148736,-0.988419,-0.787246,1.326674,-2.052845,0.001139
408,3.400000,0.021418,-0.020249,0.148324,-0.988500,-0.787423,1.326551,-2.053478,0.001175
409,3.408333,0.021125,-0.019871,0.147595,-0.988623,-0.787679,1.326627,-2.054057,0.001203
410,3.416667,0.021031,-0.019843,0.147357,-0.988661,-0.788039,1.326714,-2.054532,0.001167
411,3.425000,0.020366,-0.020195,0.147248,-0.988684,-0.788446,1.327081,-2.054977,0.001084
412,3.433333,0.020573,-0.019616,0.147039,-0.988722,-0.788698,1.327144,-2.055483,0.001128
413,3.441667,0.023080,-0.020581,0.149166,-0.988329,-0.789668,1.326679,-2.055607,0.001123
414,3.450000,0.023548,-0.020873,0.150074,-0.988174,-0.790250,1.326844,-2.055936,0.001127
415,3.458333,0.021519,-0.019806,0.147455,-0.988636,-0.789917,1.327728,-2.056626,0.001193
416,3.466667,0.021734,-0.019718,0.148011,-0.988550,-0.790339,1.328021,-2.056942,0.001175
417,3.475000,0.021742,-0.020028,0.148529,-0.988466,-0.790852,1.328441,-2.057266,0.001141
418,3.483333,0.021975,-0.020194,0.149351,-0.988334,-0.791384,1.328822,-2.057484,0.001098
419,3.491667,0.022110,-0.020252,0.149032,-0.988378,-0.791745,1.329275,-2.057876,0.001131
420,3.500000,0.022337,-0.019882,0.148887,-0.988402,-0.792004,1.329726,-2.058153,0.001094
421,3.508333,0.022856,-0.019725,0.148919,-0.988388,-0.792399,1.330139,-2.058358,0.001078
422,3.516667,0.023703,-0.018409,0.148160,-0.988508,-0.792414,1.330368,-2.058712,0.001124
423,3.525000,0.024240,-0.017839,0.147295,-0.988635,-0.792578,1.330796,-2.058993,0.001153
424,3.533333,0.026420,-0.018198,0.148966,-0.988322,-0.793315,1.330755,-2.058954,0.001072
425,3.541667,0.026216,-0.017049,0.147491,-0.988569,-0.793040,1.331338,-2.059280,0.001089
426,3.550000,0.027185,-0.016394,0.147415,-0.988565,-0.793255,1.331616,-2.059485,0.001114
427,3.558333,0.027247,-0.016243,0.146814,-0.988655,-0.793438,1.332168,-2.059708,0.001095
428,3.566667,0.027626,-0.015613,0.146196,-0.988747,-0.793440,1.332569,-2.059890,0.001099
429,3.575000,0.027733,-0.015673,0.145323,-0.988871,-0.793608,1.333132,-2.060195,0.001195
430,3.583333,0.028269,-0.015473,0.145273,-0.988867,-0.793776,1.333501,-2.060302,0.001182
431,3.591667,0.027812,-0.014667,0.145763,-0.988820,-0.793707,1.334128,-2.060457,0.001151
432,3.600000,0.028968,-0.015129,0.145168,-0.988867,-0.793946,1.334228,-2.060535,0.001166
433,3.608333,0.029270,-0.014940,0.145013,-0.988884,-0.793960,1.334569,-2.060647,0.001163
434,3.616667,0.029553,-0.014814,0.144593,-0.988939,-0.793989,1.334923,-2.060834,0.001173
435,3.625000,0.029215,-0.014135,0.145075,-0.988888,-0.793868,1.335435,-2.060984,0.001140
436,3.633333,0.029424,-0.013946,0.145092,-0.988882,-0.793806,1.335712,-2.061100,0.001138
437,3.641667,0.029178,-0.014402,0.145500,-0.988823,-0.793887,1.336181,-2.061224,0.001125
438,3.650000,0.029245,-0.014472,0.145420,-0.988832,-0.793810,1.336485,-2.061347,0.001126
439,3.658333,0.029553,-0.014488,0.145308,-0.988839,-0.793692,1.336708,-2.061467,0.001112
440,3.666667,0.029613,-0.014731,0.145197,-0.988850,-0.793580,1.336993,-2.061570,0.001106
441,3.675000,0.029986,-0.014818,0.145115,-0.988849,-0.793409,1.337171,-2.061679,0.001118
442,3.683333,0.030329,-0.015225,0.145216,-0.988818,-0.793325,1.337337,-2.061769,0.001115
443,3.691667,0.030734,-0.015230,0.145042,-0.988831,-0.793099,1.337479,-2.061924,0.001131
444,3.700000,0.030995,-0.015622,0.145000,-0.988823,-0.792945,1.337671,-2.061997,0.001130
445,3.708333,0.031218,-0.016028,0.144971,-0.988813,-0.792796,1.337866,-2.062079,0.001119
446,3.716667,0.031416,-0.016457,0.144486,-0.988871,-0.792594,1.338093,-2.062208,0.001165
447,3.725000,0.031584,-0.016991,0.144548,-0.988848,-0.792481,1.338285,-2.062271,0.001162
448,3.733333,0.031812,-0.017390,0.144554,-0.988832,-0.792316,1.338445,-2.062323,0.001164
449,3.741667,0.031950,-0.017626,0.144496,-0.988832,-0.792080,1.338607,-2.062381,0.001184
450,3.750000,0.032119,-0.018040,0.144540,-0.988813,-0.791922,1.338782,-2.062426,0.001211
451,3.758333,0.032065,-0.018168,0.144989,-0.988747,-0.791662,1.339022,-2.062501,0.001227
452,3.766667,0.032248,-0.018449,0.145040,-0.988728,-0.791422,1.339173,-2.062520,0.001225
453,3.775000,0.032169,-0.018914,0.144664,-0.988777,-0.791124,1.339364,-2.062519,0.001220
454,3.783333,0.032408,-0.019336,0.144616,-0.988768,-0.790877,1.339475,-2.062519,0.001229
455,3.791667,0.032439,-0.019746,0.144501,-0.988776,-0.790638,1.339635,-2.062559,0.001238
456,3.800000,0.032386,-0.020167,0.144450,-0.988776,-0.790377,1.339800,-2.062581,0.001251
457,3.808333,0.032459,-0.020895,0.145078,-0.988667,-0.790369,1.339938,-2.062586,0.001220
458,3.816667,0.032780,-0.021122,0.145007,-0.988662,-0.790112,1.339969,-2.062613,0.001234
459,3.825000,0.032973,-0.021095,0.145348,-0.988606,-0.789726,1.340003,-2.062514,0.001157
460,3.833333,0.033049,-0.021180,0.145005,-0.988652,-0.789352,1.340054,-2.062516,0.001153
461,3.841667,0.033123,-0.021268,0.145212,-0.988617,-0.789070,1.340074,-2.062455,0.001110
462,3.850000,0.033151,-0.021500,0.145216,-0.988611,-0.788820,1.340130,-2.062453,0.001086
463,3.858333,0.033188,-0.021816,0.145352,-0.988583,-0.788622,1.340156,-2.062448,0.001080
464,3.866667,0.033407,-0.022256,0.145327,-0.988569,-0.788470,1.340165,-2.062441,0.001062
465,3.875000,0.033193,-0.022851,0.145434,-0.988547,-0.788335,1.340286,-2.062399,0.001010
466,3.883333,0.033319,-0.022899,0.145024,-0.988602,-0.788003,1.340291,-2.062439,0.001045
467,3.891667,0.033582,-0.023094,0.145257,-0.988554,-0.787813,1.340190,-2.062365,0.001022
468,3.900000,0.033685,-0.023331,0.145293,-0.988540,-0.787629,1.340140,-2.062351,0.001033
469,3.908333,0.033239,-0.023993,0.145308,-0.988537,-0.787493,1.340258,-2.062292,0.000971
470,3.916667,0.033179,-0.024255,0.145260,-0.988540,-0.787314,1.340225,-2.062294,0.000987
471,3.925000,0.033329,-0.024641,0.145232,-0.988529,-0.787194,1.340104,-2.062288,0.001000
472,3.933333,0.033303,-0.024819,0.144623,-0.988615,-0.786906,1.339983,-2.062295,0.001019
473,3.941667,0.033241,-0.024866,0.144643,-0.988613,-0.786644,1.339876,-2.062306,0.001039
474,3.950000,0.033404,-0.025135,0.144383,-0.988638,-0.786481,1.339682,-2.062299,0.001043
475,3.958333,0.033440,-0.025521,0.144453,-0.988617,-0.786412,1.339537,-2.062295,0.001058
476,3.966667,0.033394,-0.025673,0.144541,-0.988602,-0.786282,1.339395,-2.062301,0.001066
477,3.975000,0.033261,-0.025924,0.144558,-0.988597,-0.786208,1.339275,-2.062324,0.001063
478,3.983333,0.033212,-0.025989,0.144653,-0.988583,-0.786113,1.339102,-2.062333,0.001081
479,3.991667,0.033111,-0.026195,0.144675,-0.988578,-0.786069,1.338946,-2.062324,0.001084
480,4.000000,0.033262,-0.025995,0.144816,-0.988558,-0.785931,1.338672,-2.062361,0.001127
481,4.008333,0.033038,-0.026039,0.145034,-0.988532,-0.785908,1.338475,-2.062369,0.001121
482,4.016667,0.032770,-0.026000,0.144959,-0.988553,-0.785797,1.338295,-2.062403,0.001137
483,4.025000,0.032793,-0.025925,0.145134,-0.988529,-0.785781,1.338037,-2.062483,0.001177
484,4.033333,0.033442,-0.026100,0.145036,-0.988517,-0.785831,1.337561,-2.062352,0.001181
485,4.041667,0.033216,-0.026199,0.145128,-0.988508,-0.785843,1.337382,-2.062384,0.001179
486,4.050000,0.032187,-0.026336,0.145074,-0.988546,-0.785793,1.337494,-2.062569,0.001201
487,4.058333,0.031883,-0.026222,0.145345,-0.988519,-0.785720,1.337297,-2.062516,0.001124
488,4.066667,0.031549,-0.026218,0.145333,-0.988532,-0.785690,1.337156,-2.062587,0.001114
489,4.075000,0.031348,-0.026358,0.145365,-0.988530,-0.785734,1.337022,-2.062627,0.001114
490,4.083333,0.031349,-0.026579,0.145430,-0.988515,-0.785810,1.336849,-2.062668,0.001116
491,4.091667,0.031194,-0.026577,0.145608,-0.988493,-0.785810,1.336712,-2.062656,0.001109
492,4.100000,0.030908,-0.026739,0.145644,-0.988493,-0.785864,1.336636,-2.062716,0.001103
493,4.108333,0.030770,-0.026828,0.145646,-0.988494,-0.785904,1.336504,-2.062751,0.001103
494,4.116667,0.030662,-0.026828,0.145554,-0.988511,-0.785917,1.336346,-2.062783,0.001105
495,4.125000,0.030502,-0.026818,0.145829,-0.988476,-0.785936,1.336226,-2.062832,0.001094
496,4.133333,0.029655,-0.027661,0.146162,-0.988429,-0.786178,1.336337,-2.062814,0.001023
497,4.141667,0.030007,-0.027438,0.146108,-0.988433,-0.786210,1.336053,-2.062933,0.001074
498,4.150000,0.030115,-0.027161,0.146004,-0.988452,-0.786200,1.335833,-2.063051,0.001103
499,4.158333,0.029978,-0.027249,0.146094,-0.988441,-0.786280,1.335685,-2.063120,0.001101
500,4.166667,0.029410,-0.027681,0.146249,-0.988423,-0.786438,1.335663,-2.063184,0.001075
501,4.175000,0.029263,-0.027781,0.146369,-0.988407,-0.786527,1.335501,-2.063258,0.001079
502,4.183333,0.028866,-0.027832,0.146456,-0.988404,-0.786562,1.335402,-2.063392,0.001070
503,4.191667,0.028604,-0.028141,0.146665,-0.988372,-0.786701,1.335257,-2.063500,0.001067
504,4.200000,0.028288,-0.028406,0.146772,-0.988358,-0.786803,1.335108,-2.063628,0.001061
505,4.208333,0.027963,-0.028833,0.146923,-0.988332,-0.786960,1.334953,-2.063745,0.001078
506,4.216667,0.027611,-0.029106,0.147022,-0.988319,-0.787044,1.334787,-2.063886,0.001059
507,4.225000,0.027452,-0.029552,0.147137,-0.988293,-0.787215,1.334564,-2.063994,0.001058
508,4.233333,0.027211,-0.029814,0.147136,-0.988292,-0.787322,1.334353,-2.064103,0.001053
509,4.241667,0.026756,-0.030074,0.147236,-0.988282,-0.787428,1.334213,-2.064261,0.001061
510,4.250000,0.026322,-0.030373,0.147278,-0.988278,-0.787558,1.334092,-2.064443,0.001077
511,4.258333,0.026036,-0.030621,0.147469,-0.988250,-0.787720,1.333907,-2.064578,0.001078
512,4.266667,0.025629,-0.030827,0.148040,-0.988169,-0.787925,1.333742,-2.064712,0.001076
513,4.275000,0.025625,-0.030837,0.148269,-0.988134,-0.788093,1.333483,-2.064845,0.001108
514,4.283333,0.025515,-0.030477,0.148280,-0.988146,-0.788081,1.333292,-2.064900,0.001079
515,4.291667,0.023798,-0.030403,0.147024,-0.988379,-0.788101,1.333589,-2.065228,0.001066
516,4.300000,0.025315,-0.030746,0.148712,-0.988078,-0.788618,1.332922,-2.065151,0.001073
517,4.308333,0.025172,-0.030658,0.148756,-0.988078,-0.788783,1.332734,-2.065284,0.001073
518,4.316667,0.024994,-0.030597,0.148781,-0.988081,-0.788954,1.332576,-2.065406,0.001083
519,4.325000,0.024378,-0.030976,0.148565,-0.988117,-0.789255,1.332571,-2.065675,0.001156
520,4.333333,0.024196,-0.031010,0.148613,-0.988113,-0.789437,1.332429,-2.065765,0.001140
521,4.341667,0.024005,-0.030641,0.148859,-0.988092,-0.789530,1.332256,-2.065852,0.001103
522,4.350000,0.024121,-0.030206,0.148886,-0.988099,-0.789630,1.332026,-2.066030,0.001128
523,4.358333,0.024022,-0.030266,0.148950,-0.988090,-0.789860,1.331908,-2.066137,0.001123
524,4.366667,0.024860,-0.031325,0.149185,-0.988000,-0.790441,1.331531,-2.066134,0.001145
525,4.375000,0.024623,-0.031028,0.149212,-0.988012,-0.790526,1.331422,-2.066256,0.001144
526,4.383333,0.024508,-0.030893,0.149308,-0.988004,-0.790660,1.331307,-2.066366,0.001134
527,4.391667,0.024434,-0.030820,0.149385,-0.987997,-0.790827,1.331164,-2.066482,0.001131
528,4.400000,0.023952,-0.030486,0.149181,-0.988050,-0.790820,1.331145,-2.066671,0.001122
529,4.408333,0.023768,-0.030523,0.149335,-0.988030,-0.790973,1.331066,-2.066805,0.001136
530,4.416667,0.021820,-0.029892,0.147674,-0.988343,-0.790617,1.331484,-2.067162,0.001136
531,4.425000,0.021614,-0.029850,0.147714,-0.988343,-0.790679,1.331422,-2.067307,0.001133
532,4.433333,0.021326,-0.030033,0.147917,-0.988314,-0.790790,1.331387,-2.067447,0.001134
533,4.441667,0.021337,-0.030152,0.148038,-0.988292,-0.790875,1.331276,-2.067563,0.001117
534,4.450000,0.023175,-0.031103,0.150073,-0.987914,-0.791469,1.330685,-2.067450,0.001125
535,4.458333,0.023056,-0.031413,0.150019,-0.987915,-0.791560,1.330624,-2.067599,0.001115
